district_id,province_name,district_name,pi_scenario,year,lambda_import_year,q_import_year,M_climate_mean,weighted_rate_pp_year
TUR.39.3_1,Isparta,Eğirdir,main,2039,0.0020058017380184434,1.9713829046363873e-4,1.319658696687297,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2040,0.001835916176995778,1.8018691016108423e-4,1.206174487519587,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2041,0.0019289296041941112,1.8958370311406014e-4,1.2690828470528472,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2042,0.0021361631261007904,2.0994938876461866e-4,1.4054263040490425,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2043,0.0020366898248485262,2.001737924410829e-4,1.339980642797454,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2044,0.0022299347086988737,2.1885382380648633e-4,1.465040280265467,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2045,0.0021947885750938107,2.1571067609982286e-4,1.4439972741887057,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2046,0.0019815290530356675,1.9475290533432776e-4,1.3036891684156995,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2047,0.0020180037564834995,1.983374351499645e-4,1.3276866707266106,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2048,0.0022058786478218653,2.1649313093341505e-4,1.4492357114231684,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2049,0.0020373263300343387,2.0023634438104398e-4,1.3403994134586765,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2050,0.0020749120924690276,2.0393004239871448e-4,1.36512790777173,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2051,0.002027191044869946,1.9924030843287976e-4,1.33373118814874,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2052,0.002042707697009832,2.0048053260601773e-4,1.3420341969740086,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2053,0.0022861885901765675,2.2469274575909193e-4,1.5041313577260746,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2054,0.0021059320776913317,2.0697848585626843e-4,1.3855366348523184,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2055,0.002224305300108194,2.1861135490486294e-4,1.4634169769579046,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2056,0.0022364263919037904,2.1949087105144205e-4,1.469305245211331,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2057,0.002303668208315668,2.2641049501237465e-4,1.5156315845601835,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2058,0.002183111768099439,2.145631661673031e-4,1.436314846178837,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2059,0.002192075714852459,2.154440764462473e-4,1.4422124237858518,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2060,0.0021979822154264902,2.157182292981119e-4,1.4440478418841924,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2061,0.0022410853491593072,2.2026036650280023e-4,1.474456940745894,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2062,0.0024138174262222593,2.3723496202487926e-4,1.5881011946053998,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2063,0.0022805925217745764,2.2414281079286003e-4,1.5004495808328584,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2064,0.0023836882451559183,2.339419844277213e-4,1.5660546850804258,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2065,0.002255844614474041,2.2171078907806674e-4,1.4841673867033136,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2066,0.0023314537079627434,2.2914101319049252e-4,1.5339122790175967,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2067,0.002351951365109402,2.311553405682787e-4,1.5473981412880313,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2068,0.002366608182477092,2.3226589289504496e-4,1.5548332681313697,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2069,0.0022619456554422933,2.223103499836565e-4,1.4881813960839514,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2070,0.002447244741243606,2.4051987246220818e-4,1.6100937679005116,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2071,0.002370631806066335,2.3299108457175421e-4,1.5596884172211012,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2072,0.0023305120003818563,2.2872371250670653e-4,1.5311184667097018,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2073,0.0025239919207473344,2.480617957583142e-4,1.6605874467444472,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2074,0.002320132805230102,2.2802849385195056e-4,1.5264640067436615,2.781819323442242e-4
TUR.39.3_1,Isparta,Eğirdir,main,2075,0.0025823660948393295,2.537981709933579e-4,1.6989931199601758,2.781819323442242e-4
TUR.40.25_1,Istanbul,Kartal,high,2024,5.652913943377249,0.4258462451656463,1,3.858537867424856e-4
TUR.40.25_1,Istanbul,Kartal,high,2025,6.792011589346038,0.4870680637431235,1.203212843421189,3.858537867424856e-4
TUR.40.25_1,Istanbul,Kartal,high,2026,6.567163672161155,0.475605482052916,1.1633806969029414,3.858537867424856e-4
TUR.40.25_1,Istanbul,Kartal,high,2027,6.717402691189024,0.4832926061026006,1.1899957644146502,3.858537867424856e-4
