district_id,province_name,district_name,pi_scenario,year,month,V_TR,rate_pp_year,pi_weighted,seasonal_multiplier,M_climate,eta,days_in_month,d_days,lambda_import_per_day,lambda_import_window,lambda_import,expected_imported_cases_per_month,q_import_month,eta_sens,scale_factor
TUR.10.4_1,Artvin,Hopa,high,2025,5,0.06705690518671184,3.858537867424856e-4,4.5848917389346155e-5,1.103207914941687,1.0920669637443554,0.25,31,3,1.0145805470759537e-6,3.0437416412278615e-6,3.145199695935457e-5,3.145199695935457e-5,3.0437370091007665e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2025,6,0.06705690518671184,3.858537867424856e-4,5.192458863145788e-5,1.2494033544433176,1.0920669637443554,0.25,30,3,1.1490277315171666e-6,3.4470831945515e-6,3.4470831945515e-5,3.4470831945515e-5,3.4470772534156424e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2025,7,0.06705690518671184,3.858537867424856e-4,5.9584636107778977e-5,1.4337240087847871,1.0920669637443554,0.25,31,3,1.3185352270411405e-6,3.955605681123422e-6,4.0874592038275354e-5,4.0874592038275354e-5,3.9555978577077155e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2025,8,0.06705690518671184,3.858537867424856e-4,6.37625228232519e-5,1.5342554185233497,1.0920669637443554,0.25,31,3,1.4109867576500364e-6,4.232960272950109e-6,4.374058948715113e-5,4.374058948715113e-5,4.232951314020461e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2025,9,0.06705690518671184,3.858537867424856e-4,5.4888908830874605e-5,1.3207324366221658,1.0920669637443554,0.25,30,3,1.2146245172404295e-6,3.6438735517212886e-6,3.643873551721288e-5,3.643873551721288e-5,3.64386691287244e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2025,10,0.06705690518671184,3.858537867424856e-4,5.168355410323233e-5,1.243603460048037,1.0920669637443554,0.25,31,3,1.1436939317802049e-6,3.4310817953406146e-6,3.5454511885186355e-5,3.5454511885186355e-5,3.431075909166026e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2025,11,0.06705690518671184,3.858537867424856e-4,3.013854788602721e-5,0.7251823004971923,1.0920669637443554,0.25,30,3,6.669292568593055e-7,2.0007877705779165e-6,2.0007877705779164e-5,2.0007877705779164e-5,2.000785768951907e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2025,12,0.06705690518671184,3.858537867424856e-4,2.7186362205111614e-5,0.6541469635058071,1.0920669637443554,0.25,31,3,6.01600993210726e-7,1.8048029796321781e-6,1.8649630789532506e-5,1.8649630789532506e-5,1.8048013509242011e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2026,1,0.06705690518671184,3.858537867424856e-4,2.4732592292964206e-5,0.6281034622015411,1.0346927801457857,0.25,31,3,5.473020618155972e-7,1.6419061854467917e-6,1.6966363916283514e-5,1.6966363916283514e-5,1.6419048375349021e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2026,2,0.06705690518671184,3.858537867424856e-4,2.577531730063587e-5,0.6545846179366359,1.0346927801457857,0.25,28,3,5.703762927674304e-7,1.7111288783022912e-6,1.5970536197488053e-5,1.5970536197488053e-5,1.711127414316671e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2026,3,0.06705690518671184,3.858537867424856e-4,2.5662117289493303e-5,0.6517097770197132,1.0346927801457857,0.25,31,3,5.678713147707043e-7,1.7036139443121129e-6,1.7604010757891834e-5,1.7604010757891834e-5,1.7036124931868457e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2026,4,0.06705690518671184,3.858537867424856e-4,3.1554201744388166e-5,0.8013462854757657,1.0346927801457857,0.25,30,3,6.98255947823219e-7,2.094767843469657e-6,2.094767843469657e-5,2.094767843469657e-5,2.0947656494962885e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2026,5,0.06705690518671184,3.858537867424856e-4,4.3440194156363354e-5,1.103207914941687,1.0346927801457857,0.25,31,3,9.612784436757517e-7,2.883835331027255e-6,2.9799631753948302e-5,2.9799631753948302e-5,2.883831172750817e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2026,6,0.06705690518671184,3.858537867424856e-4,4.9196681188523605e-05,1.2494033544433176,1.0346927801457857,0.25,30,3,1.0886624713667068e-6,3.26598741410012e-6,3.265987414100121e-5,3.265987414100121e-5,3.2659820807801054e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2026,7,0.06705690518671184,3.858537867424856e-4,5.6454312175824306e-5,1.4337240087847871,1.0346927801457857,0.25,31,3,1.2492649814552433e-6,3.7477949443657296e-6,3.8727214425112544e-5,3.8727214425112544e-5,3.7477879213376752e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2026,8,0.06705690518671184,3.858537867424856e-4,6.041271708256968e-5,1.5342554185233497,1.0346927801457857,0.25,31,3,1.336859647687582e-6,4.010578943062746e-6,4.144264907831505e-5,4.144264907831505e-5,4.0105709007143275e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2026,9,0.06705690518671184,3.858537867424856e-4,5.2005272068500474e-5,1.3207324366221658,1.0346927801457857,0.25,30,3,1.1508131574411746e-6,3.452439472323524e-6,3.452439472323524e-5,3.452439472323524e-5,3.4524335126295824e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2026,10,0.06705690518671184,3.858537867424856e-4,4.8968309327546145e-5,1.243603460048037,1.0346927801457857,0.25,31,3,1.083608880991177e-6,3.2508266429735303e-6,3.3591875310726486e-5,3.3591875310726486e-5,3.2508213589910184e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2026,11,0.06705690518671184,3.858537867424856e-4,2.855517438549171e-5,0.7251823004971923,1.0346927801457857,0.25,30,3,6.318911350481203e-7,1.895673405144361e-6,1.8956734051443608e-5,1.8956734051443608e-5,1.8956716083540215e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2026,12,0.06705690518671184,3.858537867424856e-4,2.5758084178706397e-5,0.6541469635058071,1.0346927801457857,0.25,31,3,5.699949448257429e-7,1.7099848344772287e-6,1.7669843289598033e-5,1.7669843289598033e-5,1.7099833724554259e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2027,1,0.06705690518671184,3.858537867424856e-4,2.4450964496880445e-5,0.6281034622015411,1.022910682808236,0.25,31,3,5.4106998263702e-7,1.6232099479110597e-6,1.677316946174762e-5,1.677316946174762e-5,1.6232086305079108e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2027,2,0.06705690518671184,3.858537867424856e-4,2.5481816240291444e-5,0.6545846179366359,1.022910682808236,0.25,28,3,5.638814727514444e-7,1.691644418254333e-6,1.578868123704044e-5,1.578868123704044e-5,1.6916429874669348e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2027,3,0.06705690518671184,3.858537867424856e-4,2.5369905210514965e-5,0.6517097770197132,1.022910682808236,0.25,31,3,5.614050183381317e-7,1.684215055014395e-6,1.740355556848208e-5,1.740355556848208e-5,1.6842136367767324e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2027,4,0.06705690518671184,3.858537867424856e-4,3.119489810887721e-5,0.8013462854757657,1.022910682808236,0.25,30,3,6.903049971827181e-7,2.070914991548154e-6,2.0709149915481546e-5,2.0709149915481546e-5,2.0709128472073957e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2027,5,0.06705690518671184,3.858537867424856e-4,4.2945549160844365e-5,1.103207914941687,1.022910682808236,0.25,31,3,9.503325540291043e-7,2.8509976620873127e-6,2.9460309174902235e-5,2.9460309174902235e-5,2.8509935979803558e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2027,6,0.06705690518671184,3.858537867424856e-4,4.863648979502866e-5,1.2494033544433176,1.022910682808236,0.25,30,3,1.076266119983906e-6,3.2287983599517177e-6,3.228798359951718e-5,3.228798359951718e-5,3.2287931474028753e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2027,7,0.06705690518671184,3.858537867424856e-4,5.581148209898856e-5,1.4337240087847871,1.022910682808236,0.25,31,3,1.2350399369357747e-6,3.7051198108073244e-6,3.828623804500902e-5,3.828623804500902e-5,3.705112946894573e-6,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2027,8,0.06705690518671184,3.858537867424856e-4,5.972481505933658e-5,1.5342554185233497,1.022910682808236,0.25,31,3,1.3216372160401848e-6,3.964911648120555e-6,4.097075369724573e-5,4.097075369724573e-5,3.964903787845309e-6,0.33,1.32
